"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","log_quality","qualityPredicted","qualityPredictedRaw"
"472",9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6,"0","0",0.172152769423767
"473",12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,6,"0","0",0.171190907359047
"474",9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,5,"0","0",0.202739638467391
"475",10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,6,"0","0",0.116647764481263
"476",9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,"0","0",0.0252168617978172
"477",9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7,5,"0","0",0.102200286026547
"478",10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6,"0","0",0.549208498045177
"479",9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,"0","0",0.0252168617978172
"480",9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6,"0","0",0.0288292086739518
"481",10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,5,"0","0",0.0561031969714378
"482",9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8,"1","0",0.571303910367736
"483",10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,5,"0","0",0.124957320482295
"484",10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,5,"0","0",0.127821688821202
"485",10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,6,"0","1",0.676255470753299
"486",10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,"0","0",0.0154979095705495
"487",10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,"0","0",0.0154979095705495
"488",10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6,"0","0",0.0151291284526972
"489",11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,7,"1","0",0.33089935435802
"490",9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6,"0","0",0.11460018030157
"491",9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,6,"0","0",0.0301801615360965
"492",9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,"1","1",0.750146146840988
"493",8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,7,"1","1",0.821662568025904
"494",8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,"0","0",0.127574204117165
"495",6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,6,"0","0",0.343331953231196
"496",10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,"1","0",0.209274009984295
"497",7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,"0","0",0.0169431969208917
"498",7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,5,"0","0",0.305080937333927
"499",10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,"1","0",0.209274009984295
"500",8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,"0","0",0.127574204117165
"501",7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,"0","0",0.0169431969208917
"502",10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,"1","0",0.454749740690835
"503",10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,"1","0",0.454749740690835
"504",10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7,"1","0",0.490150075937883
"505",10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,7,"1","0",0.492489376668457
"506",10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7,"1","0",0.482589245756759
"507",10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,7,"1","0",0.473057857445301
"508",11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,6,"0","0",0.0174169249157433
"509",10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,"0","0",0.0392428693882023
"510",13.3,0.29,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,7,"1","0",0.355324937920341
"511",12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,5,"0","0",0.0377020663872478
"512",10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,"0","0",0.0392428693882023
"513",10.7,0.4,0.48,2.1,0.125,15,49,0.998,3.03,0.81,9.7,6,"0","0",0.0805443549519601
"514",10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,"1","0",0.236728032004756
"515",10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,"1","0",0.236728032004756
"516",8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5,"0","0",0.0449752455994986
"517",12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6,"0","0",0.224210709435982
"518",10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3,"0","0",0.00608192460834295
"519",10.9,0.21,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,6,"0","0",0.510865434680433
"520",7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,"0","0",0.258226902094408
"521",9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,6,"0","0",0.21967016774714
"522",7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,5,"0","0",0.0286696134808352
"523",8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,5,"0","0",0.138821372641756
"524",9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,5,"0","0",0.0319272138987234
"525",9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5,"0","0",0.0390198472129318
"526",10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,5,"0","0",0.0264149302311856
"527",7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,"0","0",0.258226902094408
"528",7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6,"0","0",0.322752556951092
"529",8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,6,"0","0",0.0245374494777967
"530",9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,"0","0",0.0130179965224799
"531",9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,"0","0",0.285621037239804
"532",11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,"0","0",0.0940720634467635
"533",11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,"0","0",0.0940720634467635
"534",10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6,"0","1",0.700070172041747
"535",10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,6,"0","0",0.0423708626872635
"536",9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,"0","0",0.285621037239804
"537",9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,"0","0",0.0130179965224799
"538",8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,6,"0","0",0.034883919237618
"539",12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,7,"1","0",0.426660780885788
"540",11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,5,"0","0",0.137395021074318
"541",9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,5,"0","0",0.0241527827510808
"542",9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,6,"0","0",0.170103809475198
"543",9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5,"0","0",0.0158226098353444
"544",11.2,0.66,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,6,"0","0",0.0792279586809956
"545",14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,6,"0","0",0.0317322175962021
"546",9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,5,"0","0",0.0197402608724414
"547",7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,6,"0","0",0.0340292256892927
"548",10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,6,"0","0",0.285271377234283
"549",12.4,0.35,0.49,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,6,"0","0",0.157811179855454
"550",9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,6,"0","0",0.0218059837681077
"551",6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6,"0","0",0.0230168022082224
"552",9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,6,"0","0",0.0782431324922688
"553",9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6,"0","0",0.0713042684527496
"554",5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,5,"0","0",0.0217050653584132
"555",15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,"0","0",0.0964718115362324
"556",15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,"0","0",0.0964718115362324
"557",10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,"0","0",0.165878618811148
"558",15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,"0","0",0.0964718115362324
"559",10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,"0","0",0.165878618811148
"560",13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,"0","0",0.48917199799142
"561",12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,"0","0",0.100991174250408
"562",9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,5,"0","0",0.0240328993215801
"563",9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,5,"0","0",0.0171712021705732
"564",7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,6,"0","0",0.110312610275118
"565",13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,"0","0",0.48917199799142
"566",12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,"0","0",0.100991174250408
"567",8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,"0","0",0.00704506280167792
"568",8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,"0","0",0.00704506280167792
"569",9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,6,"0","0",0.130107605526574
"570",6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,"0","0",0.29453934243858
"571",11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,6,"0","0",0.341909786519075
"572",6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,6,"0","0",0.29453934243858
"573",10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,5,"0","0",0.17155068214687
"574",10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,4,"0","0",0.0182660379248588
"575",10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,6,"0","0",0.102903960748469
"576",12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,6,"0","0",0.19628976285193
"577",9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,4,"0","0",0.0353667590142659
"578",8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,5,"0","0",0.0339031275524646
"579",8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,5,"0","0",0.0401674702076038
"580",10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,6,"0","0",0.0610225923205979
"581",12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5,"0","0",0.0195187469041073
"582",12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5,"0","0",0.0195187469041073
"583",11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,5,"0","0",0.0133386783947671
"584",12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,7,"1","0",0.107425649973811
"585",11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,7,"1","0",0.220613539336041
"586",7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,6,"0","0",0.0326716677958293
"587",11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,7,"1","0",0.353391313510019
"588",7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,5,"0","0",0.00817678775788092
"589",5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,8,"1","1",0.836592337557504
"590",10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,7,"1","0",0.206337434836394
"591",9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,"0","0",0.0366814708070913
"592",6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,6,"0","0",0.200540395473898
"593",9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,"0","0",0.0366814708070913
"594",9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,5,"0","0",0.016046425983288
"595",7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,5,"0","0",0.00892243010625406
"596",8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5,"0","0",0.0136301366526765
"597",12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,6,"0","0",0.0328334692506997
"598",11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,6,"0","0",0.0336528737467513
"599",8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,6,"0","0",0.0185385099524399
"600",12.7,0.59,0.45,2.3,0.082,11,22,1,3,0.7,9.3,6,"0","0",0.0193895517074569
"601",8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4,"0","0",0.00558016805091414
"602",13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,"0","0",0.0172647858372264
"603",7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3,5,"0","0",0.00439921403600924
"604",13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6,"0","0",0.0172647858372264
"605",8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6,"0","0",0.013513561551865
"606",8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,6,"0","0",0.012720963452577
"607",9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7,"1","0",0.497682086063552
"608",8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,6,"0","0",0.0634536109795512
"609",10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,6,"0","0",0.0383075185295157
"610",6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,6,"0","0",0.50118093672634
"611",8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,5,"0","0",0.0489984279657979
"612",13.2,0.38,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,5,"0","0",0.0337779182725927
"613",7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6,"0","0",0.0244143332453323
"614",8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,5,"0","0",0.0777238084009024
"615",9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,6,"0","0",0.119326859027891
"616",9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5,"0","0",0.0198471337964735
"617",9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5,"0","0",0.0198471337964735
"618",11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,6,"0","0",0.16192816148097
"619",11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,5,"0","0",0.0780586719558185
"620",11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,5,"0","0",0.0607816736508157
"621",8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,5,"0","0",0.0209257699304925
"622",8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,5,"0","0",0.0197648349864255
"623",10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,5,"0","0",0.0168087379506288
"624",7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,6,"0","0",0.477501040094859
"625",6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5,"0","0",0.0327519851758731
"626",6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5,"0","0",0.0327519851758731
"627",8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5,"0","0",0.00890747850324543
"628",8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5,"0","0",0.00890747850324543
"629",8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,"0","0",0.0184810321874809
"630",7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,5,"0","0",0.0103855603794562
"631",8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,"0","0",0.0184810321874809
"632",10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,5,"0","0",0.0692485836919419
"633",7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,6,"0","0",0.0916708956195411
"634",10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,4,"0","0",0.0288637692573652
"635",7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,5,"0","0",0.0464099299114784
"636",8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,5,"0","0",0.00695032010851324
"637",9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,5,"0","0",0.0041328317266347
"638",9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,5,"0","0",0.00404708835099288
"639",7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,7,"1","0",0.010831613110748
"640",8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,6,"0","0",0.514928271339069
"641",9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,"0","0",0.0214639407654054
"642",9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5,"0","0",0.0197730330169278
"643",9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,"0","0",0.0214639407654054
"644",9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,5,"0","0",0.0197730330169278
"645",9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5,"0","0",0.0214639407654054
"646",7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7,"1","0",0.0337776357107297
"647",7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,5,"0","0",0.0256917201410724
"648",8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,4,"0","0",0.0267273446757186
"649",8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,7,"1","0",0.164767050980295
"650",6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6,"0","0",0.178110260593931
"651",10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5,"0","0",0.030286621053509
"652",9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,5,"0","0",0.0353224384067195
"653",15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,5,"0","1",0.954878253392674
"654",9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,6,"0","0",0.372245261220156
"655",8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,5,"0","0",0.0210565356876119
"656",9.7,0.55,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,5,"0","0",0.0200803571734274
"657",10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5,"0","0",0.030286621053509
"658",12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,7,"1","0",0.0841729968426973
"659",7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,"0","0",0.0456080313013135
"660",7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,4,"0","0",0.0266003950016311
"661",7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,"0","0",0.0456080313013135
"662",7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,5,"0","0",0.0249474706676733
"663",7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,6,"0","0",0.0282810882246034
"664",10.1,0.28,0.46,1.8,0.05,5,13,0.9974,3.04,0.79,10.2,6,"0","0",0.185776273419288
"665",12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,5,"0","0",0.089465616652579
"666",9.4,0.59,0.14,2,0.084,25,48,0.9981,3.14,0.56,9.7,5,"0","0",0.0201639427609215
"667",8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,6,"0","0",0.0276451896193293
"668",11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6,"0","0",0.0441318319823026
"669",10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,5,"0","0",0.0416168778566216
"670",11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,6,"0","0",0.0441318319823026
"671",6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,5,"0","0",0.0612667187624854
"672",8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5,"0","0",0.00834039221696745
"673",9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,5,"0","0",0.00100722229377551
"674",8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5,"0","0",0.00834039221696745
"675",10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6,"0","0",0.0391159691396625
"676",9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,5,"0","0",0.0840752109707575
"677",10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6,"0","0",0.0391159691396625
"678",8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,5,"0","0",0.00837904161185781
"679",8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,5,"0","0",0.0114426270807124
"680",10.8,0.26,0.45,3.3,0.06,20,49,0.9972,3.13,0.54,9.6,5,"0","0",0.0661876282231354
"681",13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,5,"0","0",0.0163512769279962
"682",8,0.45,0.23,2.2,0.094,16,29,0.9962,3.21,0.49,10.2,6,"0","0",0.048720107098925
"683",8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,5,"0","0",0.036010997175108
"684",8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5,"0","0",0.0443264860197066
"685",9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,5,"0","0",0.00238685427815458
"686",8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,5,"0","0",0.0443264860197066
"687",7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,5,"0","0",0.00959322678657291
"688",9.1,0.64,0.23,3.1,0.095,13,38,0.9998,3.28,0.59,9.7,5,"0","0",0.0177027640700947
"689",7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,5,"0","0",0.00888862942847652
"690",8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,5,"0","0",0.116037082770814
"691",7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,3,"0","0",0.00435271262026484
"692",9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,5,"0","0",0.0053570645818414
"693",8.6,0.49,0.51,2,0.422,16,62,0.9979,3.03,1.17,9,5,"0","0",0.0700794663004634
"694",9,0.48,0.32,2.8,0.084,21,122,0.9984,3.32,0.62,9.4,5,"0","0",0.0274629951223694
"695",9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,5,"0","0",0.0278979117613807
"696",5.1,0.47,0.02,1.3,0.034,18,44,0.9921,3.9,0.62,12.8,6,"0","0",0.475472756346119
"697",7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,"0","0",0.0170852200191353
"698",7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,"0","0",0.0170852200191353
"699",9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,5,"0","0",0.0168473062168958
"700",11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,6,"0","0",0.149946864052627
"701",10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,6,"0","0",0.00514382654443437
"702",7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,"0","0",0.0170852200191353
"703",7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6,"0","0",0.0161271287578657
"704",7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,4,"0","0",0.0608292272410106
"705",9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,4,"0","0",0.00926532834773054
"706",8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,5,"0","0",0.0032138331837637
"707",7,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,5,"0","0",0.00980938693617179
